"VolunteerID" "Activity" "Siganal" "ValueMEAN"
"11" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.126227657258696
"11" "Sitting" "TimeBodyAccMagMEAN" -0.961970763773585
"11" "Standing" "TimeBodyAccMagMEAN" -0.984853836595745
"11" "Laying" "TimeBodyAccMagMEAN" -0.980621180175439
"12" "Walking" "TimeBodyAccMagMEAN" -0.102204550448
"12" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.229183927115385
"12" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.0183139429630435
"12" "Sitting" "TimeBodyAccMagMEAN" -0.952176621372549
"12" "Standing" "TimeBodyAccMagMEAN" -0.941459935081967
"12" "Laying" "TimeBodyAccMagMEAN" -0.9482046755
"13" "Walking" "TimeBodyAccMagMEAN" -0.135643867842105
"13" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.10115350174
"13" "Walking Downstairs" "TimeBodyAccMagMEAN" -0.0294634299553191
"13" "Sitting" "TimeBodyAccMagMEAN" -0.957690563673469
"13" "Standing" "TimeBodyAccMagMEAN" -0.971564243157895
"13" "Laying" "TimeBodyAccMagMEAN" -0.960517768225806
"14" "Walking" "TimeBodyAccMagMEAN" -0.144404671779661
"14" "Walking Upstairs" "TimeBodyAccMagMEAN" 0.140108204051852
"14" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.185537706866667
"14" "Sitting" "TimeBodyAccMagMEAN" -0.944197943703704
"14" "Standing" "TimeBodyAccMagMEAN" -0.943456847333333
"14" "Laying" "TimeBodyAccMagMEAN" -0.905978250196078
"15" "Walking" "TimeBodyAccMagMEAN" -0.186514650759259
"15" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.000971394711666667
"15" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.320449387166667
"15" "Sitting" "TimeBodyAccMagMEAN" -0.958669836271186
"15" "Standing" "TimeBodyAccMagMEAN" -0.961207616226415
"15" "Laying" "TimeBodyAccMagMEAN" -0.955340661527778
"16" "Walking" "TimeBodyAccMagMEAN" -0.258766694117647
"16" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.233990331568627
"16" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.191079793587447
"16" "Sitting" "TimeBodyAccMagMEAN" -0.961879680724638
"16" "Standing" "TimeBodyAccMagMEAN" -0.969948825128205
"16" "Laying" "TimeBodyAccMagMEAN" -0.961834634857143
"17" "Walking" "TimeBodyAccMagMEAN" -0.151151487704918
"17" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.0128062276916667
"17" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.148951103536087
"17" "Sitting" "TimeBodyAccMagMEAN" -0.97274734640625
"17" "Standing" "TimeBodyAccMagMEAN" -0.977635981410256
"17" "Laying" "TimeBodyAccMagMEAN" -0.953021411126761
"18" "Walking" "TimeBodyAccMagMEAN" -0.287908078035714
"18" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.279146312758621
"18" "Walking Downstairs" "TimeBodyAccMagMEAN" -0.293531973636364
"18" "Sitting" "TimeBodyAccMagMEAN" -0.983674151754386
"18" "Standing" "TimeBodyAccMagMEAN" -0.972607495342466
"18" "Laying" "TimeBodyAccMagMEAN" -0.986456241538462
"19" "Walking" "TimeBodyAccMagMEAN" 0.0648173438653846
"19" "Walking Upstairs" "TimeBodyAccMagMEAN" 0.01738119347275
"19" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.644604325128205
"19" "Sitting" "TimeBodyAccMagMEAN" -0.962074065616438
"19" "Standing" "TimeBodyAccMagMEAN" -0.960505683561644
"19" "Laying" "TimeBodyAccMagMEAN" -0.96626080686747
"20" "Walking" "TimeBodyAccMagMEAN" 0.039402280578902
"20" "Walking Upstairs" "TimeBodyAccMagMEAN" 0.00872502461176471
"20" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.221851587933333
"20" "Sitting" "TimeBodyAccMagMEAN" -0.952738043030303
"20" "Standing" "TimeBodyAccMagMEAN" -0.92240685739726
"20" "Laying" "TimeBodyAccMagMEAN" -0.960743126176471
"21" "Walking" "TimeBodyAccMagMEAN" -0.123455661519231
"21" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.0810453188106383
"21" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.245771699004444
"21" "Sitting" "TimeBodyAccMagMEAN" -0.974734999411765
"21" "Standing" "TimeBodyAccMagMEAN" -0.958774298089888
"21" "Laying" "TimeBodyAccMagMEAN" -0.952596583222222
"22" "Walking" "TimeBodyAccMagMEAN" 0.0722419121669565
"22" "Walking Upstairs" "TimeBodyAccMagMEAN" 0.210282608333333
"22" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.330999221944444
"22" "Sitting" "TimeBodyAccMagMEAN" -0.942167353870968
"22" "Standing" "TimeBodyAccMagMEAN" -0.954807661269841
"22" "Laying" "TimeBodyAccMagMEAN" -0.934993799305556
"23" "Walking" "TimeBodyAccMagMEAN" -0.0988770198220339
"23" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.0117536873784314
"23" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.127211137694444
"23" "Sitting" "TimeBodyAccMagMEAN" -0.944080772941176
"23" "Standing" "TimeBodyAccMagMEAN" -0.957212267058824
"23" "Laying" "TimeBodyAccMagMEAN" -0.962959196805556
"24" "Walking" "TimeBodyAccMagMEAN" -0.299983613965517
"24" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.226402822033898
"24" "Walking Downstairs" "TimeBodyAccMagMEAN" -0.0737699163072727
"24" "Sitting" "TimeBodyAccMagMEAN" -0.968979156470588
"24" "Standing" "TimeBodyAccMagMEAN" -0.950061017681159
"24" "Laying" "TimeBodyAccMagMEAN" -0.9718540425
"25" "Walking" "TimeBodyAccMagMEAN" -0.40528943
"25" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.305772199076923
"25" "Walking Downstairs" "TimeBodyAccMagMEAN" -0.22010859462069
"25" "Sitting" "TimeBodyAccMagMEAN" -0.970409337076923
"25" "Standing" "TimeBodyAccMagMEAN" -0.972663592162162
"25" "Laying" "TimeBodyAccMagMEAN" -0.56047777609589
"26" "Walking" "TimeBodyAccMagMEAN" -0.223399171830508
"26" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.142874499381818
"26" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.114379383742
"26" "Sitting" "TimeBodyAccMagMEAN" -0.953079994102564
"26" "Standing" "TimeBodyAccMagMEAN" -0.968511694324324
"26" "Laying" "TimeBodyAccMagMEAN" -0.976785042368421
"27" "Walking" "TimeBodyAccMagMEAN" -0.238853875263158
"27" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.160589355980392
"27" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.108071382861364
"27" "Sitting" "TimeBodyAccMagMEAN" -0.979481668857143
"27" "Standing" "TimeBodyAccMagMEAN" -0.972753287375
"27" "Laying" "TimeBodyAccMagMEAN" -0.982091652162162
"28" "Walking" "TimeBodyAccMagMEAN" -0.1806660203
"28" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.186240503960784
"28" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.104359216580435
"28" "Sitting" "TimeBodyAccMagMEAN" -0.955789708611111
"28" "Standing" "TimeBodyAccMagMEAN" -0.92547165164557
"28" "Laying" "TimeBodyAccMagMEAN" -0.95811223025
"29" "Walking" "TimeBodyAccMagMEAN" -0.0955213393716981
"29" "Walking Upstairs" "TimeBodyAccMagMEAN" 0.00834360271428571
"29" "Walking Downstairs" "TimeBodyAccMagMEAN" 0.103705165666667
"29" "Sitting" "TimeBodyAccMagMEAN" -0.978017021833333
"29" "Standing" "TimeBodyAccMagMEAN" -0.984745318923077
"29" "Laying" "TimeBodyAccMagMEAN" -0.986493196666667
"30" "Walking" "TimeBodyAccMagMEAN" -0.195140032969231
"30" "Walking Upstairs" "TimeBodyAccMagMEAN" -0.137627857227385
"30" "Walking Downstairs" "TimeBodyAccMagMEAN" -0.0373901122469355
"30" "Sitting" "TimeBodyAccMagMEAN" -0.957487221451613
"30" "Standing" "TimeBodyAccMagMEAN" -0.930573574915254
"30" "Laying" "TimeBodyAccMagMEAN" -0.969829984285714
"1" "Walking" "TimeBodyAccMagSTD" -0.219688645631579
"1" "Walking Upstairs" "TimeBodyAccMagSTD" -0.324970929245283
"1" "Walking Downstairs" "TimeBodyAccMagSTD" 0.0198843506265306
"1" "Sitting" "TimeBodyAccMagSTD" -0.927078418723404
"1" "Standing" "TimeBodyAccMagSTD" -0.981942928867925
"1" "Laying" "TimeBodyAccMagSTD" -0.79514486386
"2" "Walking" "TimeBodyAccMagSTD" -0.422544169322034
"2" "Walking Upstairs" "TimeBodyAccMagSTD" -0.205977045295833
"2" "Walking Downstairs" "TimeBodyAccMagSTD" 0.215586334889362
"2" "Sitting" "TimeBodyAccMagSTD" -0.953081444130435
"2" "Standing" "TimeBodyAccMagSTD" -0.957874965
"2" "Laying" "TimeBodyAccMagSTD" -0.972873912916667
"3" "Walking" "TimeBodyAccMagSTD" -0.328428936551724
"3" "Walking Upstairs" "TimeBodyAccMagSTD" -0.333597432542373
"3" "Walking Downstairs" "TimeBodyAccMagSTD" -0.0411340078469388
"3" "Sitting" "TimeBodyAccMagSTD" -0.8703017
"3" "Standing" "TimeBodyAccMagSTD" -0.915143303606557
"3" "Laying" "TimeBodyAccMagSTD" -0.964218176451613
"4" "Walking" "TimeBodyAccMagSTD" -0.527679103166667
"4" "Walking Upstairs" "TimeBodyAccMagSTD" -0.212012300480769
"4" "Walking Downstairs" "TimeBodyAccMagSTD" -0.0819559041111111
"4" "Sitting" "TimeBodyAccMagSTD" -0.9144078448
"4" "Standing" "TimeBodyAccMagSTD" -0.890976683392857
"4" "Laying" "TimeBodyAccMagSTD" -0.931292216611111
"5" "Walking" "TimeBodyAccMagSTD" -0.377178733392857
"5" "Walking Upstairs" "TimeBodyAccMagSTD" -0.136736383765957
"5" "Walking Downstairs" "TimeBodyAccMagSTD" 0.205422375957447
"5" "Sitting" "TimeBodyAccMagSTD" -0.920939027727273
"5" "Standing" "TimeBodyAccMagSTD" -0.87977380125
"5" "Laying" "TimeBodyAccMagSTD" -0.958612786346154
"6" "Walking" "TimeBodyAccMagSTD" -0.266734167368421
"6" "Walking Upstairs" "TimeBodyAccMagSTD" -0.0791508842176471
"6" "Walking Downstairs" "TimeBodyAccMagSTD" 0.373611914166667
"6" "Sitting" "TimeBodyAccMagSTD" -0.931572655636364
"6" "Standing" "TimeBodyAccMagSTD" -0.939310249649123
"6" "Laying" "TimeBodyAccMagSTD" -0.897326245964912
"7" "Walking" "TimeBodyAccMagSTD" -0.198554708385965
"7" "Walking Upstairs" "TimeBodyAccMagSTD" -0.33474460745098
"7" "Walking Downstairs" "TimeBodyAccMagSTD" 0.214544028088723
"7" "Sitting" "TimeBodyAccMagSTD" -0.881957619770833
"7" "Standing" "TimeBodyAccMagSTD" -0.933590156792453
"7" "Laying" "TimeBodyAccMagSTD" -0.907039513153846
"8" "Walking" "TimeBodyAccMagSTD" -0.1804072826
"8" "Walking Upstairs" "TimeBodyAccMagSTD" -0.227200254219512
"8" "Walking Downstairs" "TimeBodyAccMagSTD" 0.131337867236842
"8" "Sitting" "TimeBodyAccMagSTD" -0.929943615630435
"8" "Standing" "TimeBodyAccMagSTD" -0.937187185222222
"8" "Laying" "TimeBodyAccMagSTD" -0.91325033
"9" "Walking" "TimeBodyAccMagSTD" -0.37942877
"9" "Walking Upstairs" "TimeBodyAccMagSTD" -0.400222037142857
"9" "Walking Downstairs" "TimeBodyAccMagSTD" 0.265120131365238
"9" "Sitting" "TimeBodyAccMagSTD" -0.8637564342
"9" "Standing" "TimeBodyAccMagSTD" -0.936105010444444
"9" "Laying" "TimeBodyAccMagSTD" -0.91512680016
"10" "Walking" "TimeBodyAccMagSTD" -0.185602396067925
"10" "Walking Upstairs" "TimeBodyAccMagSTD" -0.211537480214383
"10" "Walking Downstairs" "TimeBodyAccMagSTD" 0.156998205421053
"10" "Sitting" "TimeBodyAccMagSTD" -0.939669591481481
"10" "Standing" "TimeBodyAccMagSTD" -0.937264537954545
"10" "Laying" "TimeBodyAccMagSTD" -0.940301654482759
"11" "Walking" "TimeBodyAccMagSTD" -0.487735915084746
"11" "Walking Upstairs" "TimeBodyAccMagSTD" -0.289592148148148
"11" "Walking Downstairs" "TimeBodyAccMagSTD" 0.0507743652521739
"11" "Sitting" "TimeBodyAccMagSTD" -0.944581826415094
"11" "Standing" "TimeBodyAccMagSTD" -0.98030536893617
"11" "Laying" "TimeBodyAccMagSTD" -0.972891829473684
"12" "Walking" "TimeBodyAccMagSTD" -0.23697286882
"12" "Walking Upstairs" "TimeBodyAccMagSTD" -0.285844036153846
"12" "Walking Downstairs" "TimeBodyAccMagSTD" 0.0972608274652174
"12" "Sitting" "TimeBodyAccMagSTD" -0.947517100196078
"12" "Standing" "TimeBodyAccMagSTD" -0.935232945245902
"12" "Laying" "TimeBodyAccMagSTD" -0.936542686833333
"13" "Walking" "TimeBodyAccMagSTD" -0.292546377017544
"13" "Walking Upstairs" "TimeBodyAccMagSTD" -0.326339622181818
"13" "Walking Downstairs" "TimeBodyAccMagSTD" -0.0156098198829787
"13" "Sitting" "TimeBodyAccMagSTD" -0.937935738571429
"13" "Standing" "TimeBodyAccMagSTD" -0.968519673859649
"13" "Laying" "TimeBodyAccMagSTD" -0.947944746612903
"14" "Walking" "TimeBodyAccMagSTD" -0.36380562779661
"14" "Walking Upstairs" "TimeBodyAccMagSTD" -0.0197686685018519
"14" "Walking Downstairs" "TimeBodyAccMagSTD" 0.428405922622222
"14" "Sitting" "TimeBodyAccMagSTD" -0.92549582962963
"14" "Standing" "TimeBodyAccMagSTD" -0.936735577166667
"14" "Laying" "TimeBodyAccMagSTD" -0.856593119215686
"15" "Walking" "TimeBodyAccMagSTD" -0.323878324074074
"15" "Walking Upstairs" "TimeBodyAccMagSTD" -0.136552217494583
"15" "Walking Downstairs" "TimeBodyAccMagSTD" 0.353204008095238
"15" "Sitting" "TimeBodyAccMagSTD" -0.93797790559322
"15" "Standing" "TimeBodyAccMagSTD" -0.948600432641509
"15" "Laying" "TimeBodyAccMagSTD" -0.943314107916667
"16" "Walking" "TimeBodyAccMagSTD" -0.47180926745098
"16" "Walking Upstairs" "TimeBodyAccMagSTD" -0.334795080196078
"16" "Walking Downstairs" "TimeBodyAccMagSTD" 0.119183740638298
"16" "Sitting" "TimeBodyAccMagSTD" -0.941051236086957
"16" "Standing" "TimeBodyAccMagSTD" -0.95729449448718
"16" "Laying" "TimeBodyAccMagSTD" -0.957895927714286
"17" "Walking" "TimeBodyAccMagSTD" -0.461837866885246
"17" "Walking Upstairs" "TimeBodyAccMagSTD" -0.1028777303875
"17" "Walking Downstairs" "TimeBodyAccMagSTD" 0.0914076757326087
"17" "Sitting" "TimeBodyAccMagSTD" -0.96506519109375
"17" "Standing" "TimeBodyAccMagSTD" -0.975377309871795
"17" "Laying" "TimeBodyAccMagSTD" -0.948257993521127
"18" "Walking" "TimeBodyAccMagSTD" -0.460346465357143
"18" "Walking Upstairs" "TimeBodyAccMagSTD" -0.37184157
"18" "Walking Downstairs" "TimeBodyAccMagSTD" -0.229934247036364
"18" "Sitting" "TimeBodyAccMagSTD" -0.981595285964912
"18" "Standing" "TimeBodyAccMagSTD" -0.972285545479452
"18" "Laying" "TimeBodyAccMagSTD" -0.986464542615385
"19" "Walking" "TimeBodyAccMagSTD" -0.0993927171359615
"19" "Walking Upstairs" "TimeBodyAccMagSTD" -0.177666828025
"19" "Walking Downstairs" "TimeBodyAccMagSTD" 0.413472376589744
"19" "Sitting" "TimeBodyAccMagSTD" -0.951755657260274
"19" "Standing" "TimeBodyAccMagSTD" -0.962549342465753
"19" "Laying" "TimeBodyAccMagSTD" -0.963193489036145
"20" "Walking" "TimeBodyAccMagSTD" -0.156930391921569
"20" "Walking Upstairs" "TimeBodyAccMagSTD" -0.198269718823529
"20" "Walking Downstairs" "TimeBodyAccMagSTD" 0.172636361444444
"20" "Sitting" "TimeBodyAccMagSTD" -0.937764028181818
"20" "Standing" "TimeBodyAccMagSTD" -0.910672094794521
"20" "Laying" "TimeBodyAccMagSTD" -0.939489444558824
"21" "Walking" "TimeBodyAccMagSTD" -0.299709752173077
"21" "Walking Upstairs" "TimeBodyAccMagSTD" -0.278474283829787
"21" "Walking Downstairs" "TimeBodyAccMagSTD" 0.264341903711111
"21" "Sitting" "TimeBodyAccMagSTD" -0.971994251294118
"21" "Standing" "TimeBodyAccMagSTD" -0.956919898202247
"21" "Laying" "TimeBodyAccMagSTD" -0.942186431444444
"22" "Walking" "TimeBodyAccMagSTD" -0.161591787478261
"22" "Walking Upstairs" "TimeBodyAccMagSTD" -0.158757474833333
"22" "Walking Downstairs" "TimeBodyAccMagSTD" 0.133267478527222
"22" "Sitting" "TimeBodyAccMagSTD" -0.924336184035484
"22" "Standing" "TimeBodyAccMagSTD" -0.939866315079365
"22" "Laying" "TimeBodyAccMagSTD" -0.909407761152778
"23" "Walking" "TimeBodyAccMagSTD" -0.209989354570847
"23" "Walking Upstairs" "TimeBodyAccMagSTD" -0.271893714117647
"23" "Walking Downstairs" "TimeBodyAccMagSTD" 0.230363964351852
"23" "Sitting" "TimeBodyAccMagSTD" -0.924963263235294
"23" "Standing" "TimeBodyAccMagSTD" -0.9516698575
"23" "Laying" "TimeBodyAccMagSTD" -0.957871990555555
"24" "Walking" "TimeBodyAccMagSTD" -0.48106401862069
"24" "Walking Upstairs" "TimeBodyAccMagSTD" -0.30685447
"24" "Walking Downstairs" "TimeBodyAccMagSTD" -0.0224839122854545
"24" "Sitting" "TimeBodyAccMagSTD" -0.963779683235294
"24" "Standing" "TimeBodyAccMagSTD" -0.94790101173913
"24" "Laying" "TimeBodyAccMagSTD" -0.969354834166667
"25" "Walking" "TimeBodyAccMagSTD" -0.565601466081081
"25" "Walking Upstairs" "TimeBodyAccMagSTD" -0.480006649846154
"25" "Walking Downstairs" "TimeBodyAccMagSTD" -0.259465249913793
"25" "Sitting" "TimeBodyAccMagSTD" -0.960003414461538
"25" "Standing" "TimeBodyAccMagSTD" -0.968075629324324
"25" "Laying" "TimeBodyAccMagSTD" -0.649254767945205
"26" "Walking" "TimeBodyAccMagSTD" -0.421848313898305
"26" "Walking Upstairs" "TimeBodyAccMagSTD" -0.1507071068
"26" "Walking Downstairs" "TimeBodyAccMagSTD" 0.14700167906
"26" "Sitting" "TimeBodyAccMagSTD" -0.933602783410256
"26" "Standing" "TimeBodyAccMagSTD" -0.962697299189189
"26" "Laying" "TimeBodyAccMagSTD" -0.964355190394737
"27" "Walking" "TimeBodyAccMagSTD" -0.407355787017544
"27" "Walking Upstairs" "TimeBodyAccMagSTD" -0.37994878627451
"27" "Walking Downstairs" "TimeBodyAccMagSTD" 0.121176277863636
"27" "Sitting" "TimeBodyAccMagSTD" -0.969526674714286
"27" "Standing" "TimeBodyAccMagSTD" -0.9663601145
"27" "Laying" "TimeBodyAccMagSTD" -0.978920176216216
"28" "Walking" "TimeBodyAccMagSTD" -0.39269402
"28" "Walking Upstairs" "TimeBodyAccMagSTD" -0.211928666470588
"28" "Walking Downstairs" "TimeBodyAccMagSTD" 0.135465563932609
"28" "Sitting" "TimeBodyAccMagSTD" -0.947782703333333
"28" "Standing" "TimeBodyAccMagSTD" -0.917658334177215
"28" "Laying" "TimeBodyAccMagSTD" -0.9545740295
"29" "Walking" "TimeBodyAccMagSTD" -0.262695063584906
"29" "Walking Upstairs" "TimeBodyAccMagSTD" -0.0414696051693878
"29" "Walking Downstairs" "TimeBodyAccMagSTD" 0.1344811501875
"29" "Sitting" "TimeBodyAccMagSTD" -0.9692903165
"29" "Standing" "TimeBodyAccMagSTD" -0.981745712923077
"29" "Laying" "TimeBodyAccMagSTD" -0.981572147681159
"30" "Walking" "TimeBodyAccMagSTD" -0.359873411538462
"30" "Walking Upstairs" "TimeBodyAccMagSTD" -0.327410815861538
"30" "Walking Downstairs" "TimeBodyAccMagSTD" -0.0135771208822581
"30" "Sitting" "TimeBodyAccMagSTD" -0.942901466612903
"30" "Standing" "TimeBodyAccMagSTD" -0.916570441355932
"30" "Laying" "TimeBodyAccMagSTD" -0.960167907285714
"1" "Walking" "TimeGravityAccMagMEAN" -0.136971176556842
"1" "Walking Upstairs" "TimeGravityAccMagMEAN" -0.129927630735849
"1" "Walking Downstairs" "TimeGravityAccMagMEAN" 0.0271882914106122
"1" "Sitting" "TimeGravityAccMagMEAN" -0.948536786170213
"1" "Standing" "TimeGravityAccMagMEAN" -0.984278207358491
"1" "Laying" "TimeGravityAccMagMEAN" -0.8419291525
"2" "Walking" "TimeGravityAccMagMEAN" -0.290407593728814
"2" "Walking Upstairs" "TimeGravityAccMagMEAN" -0.107322679520833
"2" "Walking Downstairs" "TimeGravityAccMagMEAN" 0.0899511204978723
"2" "Sitting" "TimeGravityAccMagMEAN" -0.967893623913043
"2" "Standing" "TimeGravityAccMagMEAN" -0.965875181296296
"2" "Laying" "TimeGravityAccMagMEAN" -0.977435485208333
"3" "Walking" "TimeGravityAccMagMEAN" -0.254690333275862
"3" "Walking Upstairs" "TimeGravityAccMagMEAN" -0.184014895
"3" "Walking Downstairs" "TimeGravityAccMagMEAN" -0.0628126118283674
"3" "Sitting" "TimeGravityAccMagMEAN" -0.895383350192308
"3" "Standing" "TimeGravityAccMagMEAN" -0.925430819016393
"3" "Laying" "TimeGravityAccMagMEAN" -0.972791346129032
"4" "Walking" "TimeGravityAccMagMEAN" -0.312050574166667
"4" "Walking Upstairs" "TimeGravityAccMagMEAN" -0.153703935357692
"4" "Walking Downstairs" "TimeGravityAccMagMEAN" -0.0491616726733333
"4" "Sitting" "TimeGravityAccMagMEAN" -0.93569482
"4" "Standing" "TimeGravityAccMagMEAN" -0.906478051785714
"4" "Laying" "TimeGravityAccMagMEAN" -0.954557603148148
"5" "Walking" "TimeGravityAccMagMEAN" -0.158338674394643
"5" "Walking Upstairs" "TimeGravityAccMagMEAN" 0.0435562021989362
"5" "Walking Downstairs" "TimeGravityAccMagMEAN" 0.211138853638298
"5" "Sitting" "TimeGravityAccMagMEAN" -0.9379783225
"5" "Standing" "TimeGravityAccMagMEAN" -0.906104701071429
"5" "Laying" "TimeGravityAccMagMEAN" -0.966777882884615
"6" "Walking" "TimeGravityAccMagMEAN" -0.166840713631579
"6" "Walking Upstairs" "TimeGravityAccMagMEAN" 0.0177790974433333
"6" "Walking Downstairs" "TimeGravityAccMagMEAN" 0.333754731458333
"6" "Sitting" "TimeGravityAccMagMEAN" -0.949543531272727
"6" "Standing" "TimeGravityAccMagMEAN" -0.945022876491228
"6" "Laying" "TimeGravityAccMagMEAN" -0.918878850824561
"7" "Walking" "TimeGravityAccMagMEAN" -0.0978090439438596
"7" "Walking Upstairs" "TimeGravityAccMagMEAN" -0.198074437978431
"7" "Walking Downstairs" "TimeGravityAccMagMEAN" 0.0198795285851064
"7" "Sitting" "TimeGravityAccMagMEAN" -0.918432107083333
"7" "Standing" "TimeGravityAccMagMEAN" -0.942724659245283
"7" "Laying" "TimeGravityAccMagMEAN" -0.936392023846154
"8" "Walking" "TimeGravityAccMagMEAN" 0.0516786278104167
"8" "Walking Upstairs" "TimeGravityAccMagMEAN" 0.121026629195122
"8" "Walking Downstairs" "TimeGravityAccMagMEAN" 0.176599311818421
